Age,MaritalStatus,Dependents,Education,ResidenceYears,CreditRating,LatePayments2Y,CurrentDebt,ActiveLoans,MaxOverdue1Y,WasBankrupt,DebtVSIncome,MonthlyPayments,MoneyPaidSubscription,Collateral,CreditVSCollateral,MonthlyIncome,JobType,JobExperience,AdditionalIncome,BankRelationshipYears,AverageBalance,CreditCardUsage,CheckCreditHistory,LoanPurpose,HasGuarantor,Region,EarlyRepayments,HasCriminalRecord,NumberKids,Default
31.00,1.00,0.00,2.00,10.00,627.00,6.00,1783139.00,3.00,45.00,0.00,0.38,76269.00,518.00,0.00,0.33,257390.00,2.00,7.00,13400.00,3.00,230653.00,4.00,5.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
43.00,2.00,3.00,1.00,4.00,509.00,6.00,1294428.00,1.00,1.00,0.00,0.05,24456.00,1515.00,1.00,0.30,295773.00,0.00,0.00,15075.00,6.00,213089.00,15.00,1.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00
25.00,1.00,1.00,0.00,2.00,336.00,7.00,899327.00,3.00,45.00,0.00,0.16,34329.00,1855.00,0.00,0.98,39940.00,1.00,6.00,43019.00,14.00,466908.00,6.00,0.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00
41.00,2.00,0.00,1.00,8.00,517.00,8.00,982391.00,5.00,25.00,0.00,0.65,89103.00,834.00,1.00,0.06,57437.00,1.00,10.00,5534.00,15.00,279934.00,2.00,4.00,0.00,0.00,3.00,0.00,0.00,7.00,0.00
53.00,0.00,0.00,0.00,3.00,507.00,2.00,233211.00,4.00,59.00,1.00,0.50,58958.00,84.00,1.00,0.01,792.00,1.00,2.00,27897.00,0.00,258596.00,20.00,4.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00
64.00,0.00,3.00,1.00,7.00,543.00,9.00,1776172.00,0.00,57.00,0.00,0.33,42480.00,1552.00,0.00,0.89,290075.00,2.00,2.00,44192.00,0.00,196575.00,17.00,2.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00
45.00,3.00,2.00,1.00,4.00,344.00,5.00,1144519.00,0.00,39.00,0.00,0.69,51145.00,1993.00,0.00,0.42,20415.00,3.00,7.00,6354.00,15.00,285564.00,8.00,5.00,1.00,0.00,3.00,0.00,0.00,6.00,0.00
27.00,3.00,2.00,2.00,7.00,482.00,3.00,744022.00,3.00,17.00,0.00,0.36,19429.00,1490.00,1.00,0.23,29417.00,3.00,7.00,35767.00,7.00,159833.00,17.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
56.00,1.00,3.00,2.00,2.00,625.00,1.00,928537.00,0.00,27.00,0.00,0.69,81177.00,767.00,0.00,0.35,256285.00,0.00,2.00,49721.00,4.00,364105.00,2.00,3.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00
43.00,2.00,1.00,0.00,8.00,316.00,4.00,1759027.00,2.00,57.00,0.00,0.57,44044.00,1818.00,0.00,0.96,126371.00,2.00,9.00,45416.00,15.00,114295.00,6.00,1.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00
18.00,1.00,1.00,1.00,2.00,336.00,4.00,549811.00,5.00,39.00,0.00,0.02,48474.00,1227.00,1.00,1.13,270741.00,0.00,1.00,32678.00,14.00,158965.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
61.00,1.00,2.00,0.00,10.00,602.00,4.00,1830965.00,0.00,36.00,1.00,0.18,57517.00,224.00,0.00,0.02,21072.00,1.00,3.00,7671.00,15.00,174716.00,12.00,3.00,2.00,1.00,0.00,1.00,0.00,3.00,0.00
55.00,3.00,2.00,3.00,6.00,762.00,4.00,591038.00,5.00,26.00,0.00,0.45,53911.00,286.00,0.00,0.63,10461.00,1.00,5.00,1242.00,3.00,222645.00,7.00,2.00,2.00,0.00,2.00,0.00,1.00,7.00,0.00
30.00,3.00,1.00,2.00,5.00,312.00,2.00,798139.00,1.00,80.00,0.00,0.05,96613.00,1989.00,0.00,0.41,274371.00,3.00,2.00,33272.00,7.00,468819.00,17.00,0.00,2.00,0.00,4.00,0.00,0.00,6.00,0.00
48.00,1.00,1.00,3.00,5.00,412.00,0.00,1734933.00,4.00,50.00,0.00,0.31,8495.00,1237.00,0.00,0.94,50523.00,3.00,2.00,5825.00,9.00,374432.00,5.00,0.00,1.00,0.00,2.00,1.00,0.00,4.00,0.00
40.00,0.00,3.00,2.00,2.00,529.00,0.00,1928606.00,4.00,51.00,0.00,0.69,25434.00,192.00,1.00,0.74,186883.00,1.00,7.00,26402.00,12.00,280650.00,15.00,0.00,2.00,0.00,2.00,1.00,1.00,3.00,0.00
57.00,2.00,0.00,2.00,5.00,444.00,3.00,76447.00,2.00,15.00,0.00,0.57,69142.00,689.00,0.00,0.13,270459.00,2.00,0.00,3701.00,9.00,486682.00,19.00,4.00,2.00,0.00,2.00,1.00,0.00,1.00,1.00
68.00,0.00,0.00,3.00,6.00,715.00,9.00,240070.00,4.00,45.00,1.00,0.26,61882.00,893.00,0.00,0.55,13924.00,3.00,5.00,43886.00,10.00,254324.00,11.00,1.00,2.00,0.00,1.00,0.00,0.00,3.00,0.00
32.00,2.00,2.00,2.00,8.00,594.00,6.00,1458958.00,3.00,59.00,0.00,0.17,58270.00,415.00,1.00,0.39,208336.00,1.00,5.00,23945.00,14.00,265920.00,1.00,4.00,2.00,0.00,4.00,0.00,0.00,6.00,0.00
21.00,3.00,0.00,0.00,2.00,321.00,6.00,80189.00,2.00,53.00,0.00,0.43,19107.00,604.00,1.00,0.90,247498.00,1.00,3.00,2542.00,11.00,71766.00,4.00,2.00,2.00,1.00,1.00,0.00,0.00,6.00,1.00
58.00,2.00,2.00,2.00,10.00,663.00,1.00,1799175.00,4.00,38.00,0.00,0.40,6934.00,1967.00,1.00,0.49,45789.00,0.00,5.00,41646.00,6.00,208583.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00
33.00,3.00,3.00,0.00,3.00,770.00,8.00,951148.00,3.00,59.00,1.00,0.58,19801.00,731.00,1.00,0.15,248864.00,1.00,9.00,13971.00,11.00,359952.00,18.00,5.00,1.00,0.00,1.00,0.00,0.00,8.00,0.00
21.00,3.00,0.00,0.00,2.00,456.00,3.00,1516040.00,0.00,2.00,0.00,0.57,60697.00,1147.00,0.00,0.19,230176.00,3.00,4.00,12893.00,9.00,14167.00,8.00,1.00,2.00,0.00,4.00,0.00,0.00,6.00,0.00
69.00,0.00,1.00,0.00,5.00,641.00,0.00,1106367.00,3.00,60.00,0.00,0.16,12502.00,1196.00,0.00,0.06,48141.00,0.00,3.00,2972.00,5.00,238558.00,5.00,3.00,2.00,0.00,4.00,1.00,0.00,9.00,0.00
50.00,1.00,3.00,3.00,10.00,563.00,8.00,234799.00,5.00,49.00,0.00,0.09,76991.00,797.00,1.00,0.86,27693.00,3.00,2.00,10626.00,5.00,366126.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00
66.00,1.00,2.00,2.00,4.00,308.00,1.00,786499.00,3.00,34.00,1.00,0.57,53630.00,1876.00,0.00,0.64,105477.00,3.00,10.00,16317.00,1.00,320300.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
28.00,2.00,2.00,2.00,5.00,433.00,8.00,1770450.00,3.00,73.00,0.00,0.12,66913.00,834.00,0.00,0.94,140228.00,2.00,5.00,27893.00,9.00,311898.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,5.00,0.00
36.00,2.00,1.00,2.00,2.00,617.00,6.00,1365745.00,1.00,6.00,0.00,0.65,26758.00,657.00,0.00,0.53,259973.00,3.00,3.00,44437.00,12.00,285486.00,5.00,4.00,2.00,0.00,1.00,0.00,0.00,5.00,0.00
30.00,0.00,1.00,1.00,5.00,402.00,5.00,1563014.00,3.00,27.00,0.00,0.09,37093.00,1036.00,1.00,0.07,163238.00,1.00,6.00,31838.00,8.00,289882.00,2.00,3.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00
30.00,3.00,1.00,3.00,1.00,544.00,7.00,540969.00,1.00,35.00,1.00,0.20,58046.00,199.00,0.00,0.15,158579.00,1.00,0.00,29653.00,3.00,188283.00,5.00,2.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00
65.00,0.00,1.00,0.00,4.00,807.00,4.00,751974.00,0.00,24.00,0.00,0.17,54391.00,190.00,1.00,0.94,269446.00,1.00,0.00,15714.00,13.00,370569.00,13.00,3.00,0.00,0.00,1.00,0.00,0.00,8.00,0.00
23.00,3.00,0.00,3.00,7.00,341.00,6.00,713216.00,0.00,24.00,0.00,0.62,36113.00,825.00,0.00,0.77,26039.00,3.00,4.00,17121.00,12.00,54304.00,16.00,3.00,1.00,0.00,1.00,0.00,0.00,6.00,0.00
48.00,3.00,3.00,0.00,6.00,793.00,8.00,203417.00,2.00,21.00,0.00,0.06,10214.00,1695.00,0.00,0.90,268560.00,3.00,5.00,34979.00,9.00,8738.00,8.00,5.00,2.00,0.00,4.00,1.00,0.00,2.00,1.00
35.00,3.00,0.00,0.00,3.00,748.00,6.00,1516489.00,0.00,74.00,0.00,0.38,20644.00,305.00,0.00,0.68,139292.00,0.00,0.00,2922.00,11.00,146156.00,9.00,2.00,1.00,0.00,3.00,1.00,0.00,0.00,0.00
57.00,2.00,2.00,3.00,5.00,417.00,0.00,447066.00,1.00,88.00,0.00,0.10,94250.00,328.00,0.00,0.14,275737.00,3.00,4.00,21827.00,8.00,456060.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,1.00
27.00,0.00,1.00,1.00,8.00,559.00,6.00,1911758.00,0.00,4.00,1.00,0.33,60412.00,1237.00,1.00,0.23,121010.00,0.00,2.00,36088.00,9.00,250008.00,16.00,3.00,2.00,0.00,3.00,1.00,0.00,0.00,0.00
66.00,1.00,2.00,3.00,3.00,439.00,9.00,1411084.00,1.00,21.00,0.00,0.01,38544.00,546.00,0.00,0.62,269475.00,2.00,6.00,27900.00,7.00,280399.00,13.00,1.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00
48.00,1.00,0.00,1.00,3.00,769.00,9.00,474734.00,2.00,85.00,0.00,0.02,30861.00,270.00,1.00,0.66,139899.00,0.00,2.00,8147.00,3.00,233100.00,9.00,0.00,2.00,0.00,1.00,0.00,0.00,7.00,0.00
37.00,2.00,3.00,3.00,8.00,321.00,6.00,710430.00,2.00,14.00,0.00,0.14,8468.00,636.00,1.00,1.05,266230.00,0.00,8.00,5565.00,2.00,212123.00,0.00,1.00,1.00,0.00,2.00,0.00,1.00,2.00,0.00
47.00,0.00,0.00,1.00,5.00,606.00,0.00,1817687.00,0.00,75.00,1.00,0.48,81225.00,398.00,1.00,0.62,93501.00,1.00,1.00,4461.00,0.00,205379.00,9.00,5.00,0.00,0.00,3.00,0.00,0.00,8.00,0.00
30.00,0.00,2.00,2.00,10.00,382.00,6.00,653592.00,4.00,52.00,0.00,0.22,50463.00,1721.00,0.00,0.15,73881.00,0.00,1.00,7806.00,13.00,276182.00,5.00,2.00,1.00,0.00,0.00,1.00,0.00,7.00,0.00
30.00,3.00,0.00,0.00,8.00,509.00,4.00,411553.00,2.00,69.00,0.00,0.61,75031.00,326.00,0.00,0.05,91040.00,0.00,4.00,4660.00,5.00,498892.00,1.00,0.00,0.00,1.00,3.00,1.00,0.00,3.00,0.00
19.00,1.00,3.00,0.00,2.00,742.00,5.00,702514.00,5.00,35.00,0.00,0.62,39843.00,661.00,1.00,1.09,204371.00,0.00,10.00,3564.00,6.00,156577.00,0.00,5.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00
67.00,2.00,0.00,3.00,10.00,498.00,9.00,1350073.00,1.00,69.00,0.00,0.04,28277.00,693.00,0.00,0.92,181259.00,3.00,10.00,2207.00,0.00,453291.00,13.00,5.00,2.00,0.00,2.00,1.00,0.00,6.00,0.00
67.00,0.00,2.00,3.00,8.00,565.00,9.00,949099.00,4.00,21.00,0.00,0.39,89048.00,131.00,0.00,0.51,123476.00,2.00,5.00,8664.00,15.00,435451.00,19.00,2.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00
66.00,1.00,2.00,0.00,10.00,513.00,6.00,169674.00,0.00,11.00,0.00,0.08,85948.00,596.00,0.00,0.48,245256.00,1.00,9.00,21727.00,2.00,477389.00,16.00,3.00,1.00,0.00,3.00,1.00,0.00,2.00,1.00
47.00,2.00,3.00,3.00,7.00,457.00,6.00,1336918.00,2.00,62.00,0.00,0.66,57811.00,60.00,0.00,0.86,126530.00,0.00,4.00,6773.00,14.00,195320.00,3.00,4.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00
60.00,1.00,0.00,3.00,9.00,622.00,8.00,1889477.00,0.00,82.00,0.00,0.34,77419.00,298.00,0.00,0.17,218317.00,1.00,4.00,7750.00,6.00,487416.00,10.00,1.00,2.00,0.00,3.00,1.00,0.00,2.00,0.00
19.00,1.00,1.00,0.00,8.00,393.00,7.00,1812788.00,3.00,65.00,0.00,0.34,59441.00,20.00,0.00,0.23,198692.00,1.00,5.00,34130.00,7.00,238526.00,7.00,2.00,2.00,0.00,2.00,0.00,0.00,9.00,0.00
22.00,3.00,1.00,3.00,4.00,652.00,8.00,1259168.00,0.00,49.00,0.00,0.26,67527.00,725.00,0.00,0.68,194922.00,0.00,0.00,41336.00,9.00,327978.00,20.00,3.00,2.00,0.00,1.00,0.00,0.00,9.00,0.00
26.00,0.00,2.00,3.00,5.00,567.00,0.00,725187.00,2.00,48.00,0.00,0.05,97447.00,1137.00,1.00,0.58,97473.00,0.00,4.00,42369.00,2.00,345963.00,10.00,2.00,1.00,0.00,3.00,0.00,0.00,5.00,0.00
45.00,2.00,3.00,0.00,3.00,409.00,8.00,1664259.00,0.00,25.00,0.00,0.52,74007.00,1280.00,1.00,1.07,50845.00,0.00,5.00,2118.00,14.00,50071.00,11.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00
70.00,0.00,0.00,3.00,5.00,573.00,1.00,88303.00,1.00,48.00,1.00,0.61,16117.00,1205.00,1.00,0.77,89456.00,1.00,8.00,35317.00,14.00,432394.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00
18.00,1.00,2.00,0.00,10.00,830.00,9.00,1611903.00,3.00,32.00,0.00,0.61,58779.00,173.00,0.00,0.63,275084.00,2.00,2.00,30901.00,9.00,422202.00,5.00,3.00,0.00,0.00,4.00,0.00,0.00,9.00,0.00
60.00,0.00,2.00,1.00,6.00,561.00,3.00,1266321.00,1.00,38.00,0.00,0.15,37081.00,1551.00,0.00,1.09,80535.00,2.00,8.00,38001.00,8.00,8915.00,6.00,1.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00
48.00,3.00,0.00,0.00,8.00,560.00,0.00,984969.00,0.00,5.00,1.00,0.52,33389.00,1766.00,0.00,1.09,43484.00,2.00,7.00,1294.00,7.00,425155.00,7.00,1.00,0.00,0.00,4.00,1.00,1.00,0.00,0.00
47.00,2.00,2.00,0.00,4.00,396.00,0.00,306992.00,0.00,78.00,0.00,0.44,28550.00,1585.00,1.00,0.10,85085.00,3.00,7.00,5658.00,1.00,380454.00,12.00,4.00,1.00,0.00,2.00,0.00,0.00,7.00,0.00
19.00,1.00,1.00,2.00,6.00,369.00,4.00,350426.00,5.00,72.00,0.00,0.12,60858.00,1057.00,0.00,0.81,223291.00,3.00,6.00,48546.00,14.00,444410.00,7.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00
52.00,0.00,0.00,0.00,8.00,566.00,1.00,974016.00,0.00,6.00,0.00,0.44,71118.00,1558.00,0.00,0.97,151174.00,0.00,6.00,36721.00,0.00,212495.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,9.00,0.00
64.00,1.00,3.00,2.00,4.00,612.00,9.00,764436.00,0.00,29.00,0.00,0.31,64979.00,607.00,0.00,1.03,160474.00,3.00,7.00,6858.00,12.00,282218.00,16.00,3.00,0.00,0.00,4.00,0.00,0.00,7.00,0.00
62.00,2.00,2.00,1.00,8.00,402.00,3.00,89244.00,1.00,51.00,0.00,0.33,49278.00,1617.00,1.00,0.96,285930.00,3.00,10.00,33706.00,12.00,283824.00,14.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,1.00
62.00,1.00,3.00,1.00,6.00,766.00,0.00,327841.00,3.00,18.00,0.00,0.03,13370.00,1866.00,1.00,0.52,145850.00,2.00,0.00,2425.00,2.00,202495.00,8.00,2.00,2.00,0.00,3.00,0.00,0.00,3.00,0.00
18.00,0.00,2.00,1.00,5.00,486.00,7.00,1421473.00,1.00,41.00,0.00,0.41,55686.00,1540.00,1.00,1.16,200096.00,1.00,2.00,15768.00,7.00,130824.00,2.00,5.00,0.00,1.00,3.00,1.00,0.00,6.00,0.00
21.00,2.00,0.00,0.00,8.00,385.00,9.00,798266.00,3.00,67.00,0.00,0.33,35698.00,876.00,0.00,0.15,1759.00,3.00,5.00,27561.00,13.00,118333.00,18.00,5.00,2.00,0.00,3.00,0.00,0.00,4.00,0.00
58.00,0.00,1.00,2.00,2.00,559.00,9.00,298069.00,3.00,88.00,0.00,0.33,35148.00,590.00,1.00,0.76,57653.00,1.00,7.00,1771.00,12.00,388097.00,3.00,5.00,1.00,0.00,1.00,0.00,0.00,6.00,0.00
33.00,0.00,2.00,1.00,3.00,804.00,3.00,1663655.00,0.00,40.00,0.00,0.49,91431.00,1875.00,0.00,1.18,147720.00,1.00,9.00,7155.00,8.00,279818.00,7.00,3.00,0.00,1.00,4.00,0.00,0.00,5.00,0.00
28.00,1.00,2.00,2.00,10.00,724.00,8.00,967863.00,5.00,42.00,0.00,0.18,49342.00,1831.00,0.00,0.95,165695.00,1.00,0.00,16121.00,12.00,65618.00,1.00,1.00,2.00,0.00,1.00,1.00,0.00,6.00,0.00
30.00,3.00,2.00,0.00,4.00,698.00,5.00,183063.00,1.00,7.00,0.00,0.13,17989.00,1460.00,0.00,0.04,111138.00,2.00,3.00,13905.00,7.00,325021.00,3.00,3.00,2.00,0.00,0.00,1.00,0.00,7.00,1.00
53.00,1.00,1.00,3.00,1.00,588.00,1.00,1602690.00,1.00,11.00,0.00,0.03,81034.00,470.00,0.00,1.01,79171.00,2.00,10.00,6466.00,7.00,318864.00,19.00,2.00,1.00,1.00,4.00,0.00,0.00,2.00,0.00
70.00,3.00,0.00,2.00,7.00,438.00,6.00,1009105.00,4.00,90.00,1.00,0.28,87614.00,1159.00,1.00,0.34,140913.00,2.00,9.00,31419.00,13.00,389021.00,12.00,1.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00
56.00,0.00,1.00,1.00,2.00,814.00,3.00,812503.00,3.00,42.00,0.00,0.37,50260.00,1685.00,0.00,0.07,45245.00,1.00,10.00,23032.00,8.00,385659.00,10.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00
35.00,1.00,3.00,1.00,7.00,311.00,8.00,1592881.00,4.00,69.00,0.00,0.43,7030.00,1965.00,0.00,0.62,245787.00,2.00,0.00,20353.00,7.00,320348.00,16.00,2.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00
63.00,1.00,2.00,2.00,6.00,332.00,1.00,472005.00,5.00,40.00,1.00,0.61,35297.00,1162.00,0.00,0.29,72991.00,3.00,9.00,8351.00,13.00,56204.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
55.00,3.00,3.00,0.00,4.00,459.00,9.00,1506031.00,5.00,51.00,0.00,0.30,52447.00,1471.00,1.00,1.06,150710.00,1.00,0.00,38998.00,6.00,388176.00,14.00,3.00,1.00,0.00,1.00,0.00,0.00,9.00,0.00
48.00,1.00,3.00,2.00,3.00,705.00,1.00,73443.00,2.00,41.00,0.00,0.09,31376.00,553.00,0.00,0.61,25848.00,3.00,5.00,43160.00,14.00,266742.00,1.00,5.00,2.00,1.00,1.00,0.00,1.00,2.00,1.00
37.00,1.00,0.00,0.00,9.00,638.00,4.00,1440343.00,1.00,15.00,1.00,0.66,12229.00,255.00,0.00,0.50,280370.00,3.00,10.00,44310.00,7.00,262113.00,7.00,3.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00
65.00,2.00,1.00,0.00,5.00,637.00,5.00,1537222.00,2.00,86.00,0.00,0.42,89913.00,284.00,0.00,1.00,185949.00,2.00,5.00,32798.00,11.00,246715.00,0.00,5.00,1.00,1.00,1.00,1.00,0.00,3.00,0.00
51.00,2.00,2.00,0.00,4.00,330.00,4.00,586542.00,2.00,58.00,0.00,0.10,19987.00,301.00,1.00,0.35,70156.00,2.00,10.00,43624.00,2.00,33164.00,13.00,5.00,0.00,0.00,2.00,0.00,0.00,8.00,0.00
26.00,2.00,2.00,0.00,7.00,469.00,8.00,943047.00,5.00,31.00,0.00,0.61,63212.00,1631.00,0.00,0.40,234673.00,0.00,0.00,9044.00,15.00,451771.00,2.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00
62.00,3.00,0.00,0.00,8.00,548.00,2.00,817918.00,0.00,51.00,1.00,0.45,6872.00,602.00,0.00,0.47,119370.00,3.00,9.00,40030.00,6.00,241410.00,19.00,2.00,1.00,0.00,4.00,0.00,0.00,2.00,0.00
30.00,2.00,1.00,0.00,7.00,391.00,6.00,1276195.00,3.00,74.00,0.00,0.26,52329.00,699.00,0.00,0.63,90698.00,0.00,1.00,15604.00,1.00,386689.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00
23.00,1.00,2.00,0.00,6.00,361.00,4.00,1980082.00,1.00,15.00,0.00,0.22,67738.00,1087.00,1.00,0.59,228071.00,3.00,0.00,18850.00,0.00,43302.00,9.00,2.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00
64.00,1.00,0.00,0.00,4.00,620.00,7.00,105517.00,5.00,27.00,0.00,0.68,59236.00,950.00,1.00,0.66,272991.00,3.00,3.00,2961.00,0.00,368708.00,16.00,1.00,1.00,0.00,1.00,1.00,0.00,2.00,1.00
19.00,0.00,2.00,0.00,7.00,653.00,1.00,1686669.00,4.00,51.00,0.00,0.39,20724.00,888.00,0.00,0.35,96123.00,1.00,10.00,22157.00,6.00,45455.00,19.00,2.00,0.00,1.00,2.00,1.00,0.00,6.00,0.00
34.00,1.00,2.00,3.00,2.00,511.00,5.00,132306.00,0.00,77.00,0.00,0.08,37764.00,583.00,1.00,0.70,104272.00,1.00,10.00,14302.00,6.00,376607.00,14.00,5.00,0.00,0.00,1.00,1.00,0.00,4.00,1.00
42.00,0.00,3.00,0.00,5.00,300.00,8.00,929434.00,3.00,44.00,0.00,0.16,15089.00,1558.00,0.00,1.12,253617.00,2.00,3.00,26707.00,8.00,189866.00,4.00,2.00,2.00,0.00,2.00,0.00,0.00,5.00,0.00
60.00,1.00,1.00,2.00,7.00,608.00,8.00,1498418.00,1.00,32.00,0.00,0.19,77814.00,1451.00,0.00,1.06,162681.00,0.00,7.00,36364.00,12.00,420485.00,17.00,3.00,1.00,0.00,2.00,0.00,0.00,3.00,0.00
37.00,3.00,0.00,2.00,10.00,710.00,3.00,1542334.00,2.00,69.00,0.00,0.34,96930.00,1934.00,0.00,1.10,197934.00,0.00,10.00,48107.00,3.00,247649.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00
69.00,3.00,2.00,2.00,6.00,388.00,4.00,1992411.00,1.00,84.00,0.00,0.53,45476.00,1884.00,0.00,1.05,76448.00,0.00,10.00,10412.00,8.00,422674.00,15.00,2.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00
59.00,0.00,3.00,2.00,8.00,551.00,4.00,1963804.00,0.00,79.00,0.00,0.63,38049.00,1022.00,0.00,1.09,258194.00,1.00,0.00,8923.00,2.00,50264.00,1.00,3.00,0.00,0.00,4.00,0.00,0.00,9.00,0.00
20.00,3.00,0.00,3.00,4.00,312.00,1.00,509364.00,5.00,74.00,1.00,0.69,39879.00,1395.00,0.00,1.04,89869.00,0.00,7.00,13142.00,9.00,340927.00,3.00,2.00,1.00,1.00,3.00,0.00,0.00,8.00,0.00
34.00,1.00,0.00,2.00,6.00,487.00,1.00,291102.00,1.00,62.00,1.00,0.29,66589.00,247.00,0.00,0.49,185935.00,3.00,3.00,49013.00,3.00,448131.00,17.00,1.00,1.00,0.00,4.00,0.00,0.00,5.00,1.00
46.00,3.00,2.00,3.00,8.00,790.00,1.00,469661.00,1.00,69.00,0.00,0.30,80995.00,898.00,0.00,0.28,122958.00,2.00,3.00,33669.00,4.00,243610.00,5.00,0.00,1.00,0.00,1.00,0.00,0.00,6.00,0.00
64.00,3.00,3.00,0.00,6.00,691.00,6.00,170503.00,3.00,41.00,0.00,0.27,22155.00,1749.00,0.00,0.32,277188.00,1.00,6.00,43602.00,1.00,89377.00,2.00,3.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00
49.00,0.00,1.00,3.00,2.00,742.00,8.00,1104662.00,0.00,78.00,0.00,0.38,79600.00,1073.00,1.00,0.56,57239.00,1.00,1.00,7957.00,12.00,436379.00,8.00,3.00,1.00,0.00,4.00,0.00,0.00,6.00,0.00
46.00,3.00,3.00,0.00,1.00,740.00,7.00,1250431.00,3.00,46.00,0.00,0.67,90909.00,1140.00,0.00,0.36,56190.00,0.00,5.00,33228.00,13.00,154386.00,9.00,5.00,0.00,0.00,2.00,1.00,0.00,6.00,0.00
30.00,0.00,2.00,3.00,5.00,728.00,8.00,1761558.00,2.00,81.00,0.00,0.59,72363.00,816.00,1.00,1.04,147210.00,3.00,6.00,27945.00,12.00,428482.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,3.00,0.00
67.00,0.00,3.00,3.00,4.00,541.00,2.00,1220318.00,2.00,71.00,0.00,0.63,65463.00,539.00,1.00,0.34,192224.00,0.00,1.00,22734.00,0.00,330359.00,9.00,3.00,2.00,0.00,3.00,1.00,0.00,4.00,0.00
23.00,2.00,3.00,3.00,7.00,395.00,8.00,1518208.00,0.00,50.00,1.00,0.24,25750.00,1463.00,0.00,0.09,57889.00,0.00,1.00,24638.00,4.00,406480.00,8.00,0.00,2.00,0.00,2.00,0.00,0.00,5.00,0.00
31.00,2.00,3.00,1.00,5.00,599.00,1.00,1676885.00,5.00,44.00,0.00,0.58,95158.00,130.00,0.00,0.64,226345.00,0.00,3.00,18414.00,14.00,467504.00,8.00,5.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00
33.00,0.00,0.00,3.00,6.00,364.00,7.00,782139.00,0.00,81.00,1.00,0.24,72946.00,1761.00,1.00,0.25,254620.00,1.00,6.00,7153.00,15.00,415701.00,8.00,2.00,2.00,0.00,4.00,0.00,0.00,4.00,0.00
20.00,1.00,2.00,1.00,6.00,712.00,5.00,1173311.00,3.00,4.00,0.00,0.41,45090.00,502.00,0.00,0.87,82028.00,3.00,1.00,4362.00,13.00,97389.00,13.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
50.00,0.00,1.00,2.00,3.00,741.00,0.00,290135.00,1.00,85.00,0.00,0.38,49155.00,630.00,0.00,0.74,154445.00,1.00,1.00,25816.00,12.00,79070.00,20.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
31.00,1.00,3.00,1.00,8.00,610.00,0.00,213455.00,4.00,3.00,0.00,0.59,50651.00,76.00,0.00,0.39,3720.00,1.00,3.00,19902.00,11.00,288611.00,10.00,4.00,0.00,1.00,3.00,1.00,0.00,2.00,0.00
35.00,0.00,1.00,1.00,9.00,616.00,7.00,1304655.00,0.00,36.00,0.00,0.55,19090.00,1185.00,1.00,0.66,28520.00,0.00,4.00,28247.00,13.00,454582.00,13.00,4.00,1.00,1.00,4.00,0.00,0.00,5.00,0.00
